country,state,city,district,zip,price,title,,,,
ID,DKI,Jakarta Selatan,Jakarta Selatan,,18000,Express Shipping,,,,
ID,DKI,Jakarta Selatan,Kebayoran Baru,,9000,Regular Shipping,,,,
ID,DKI,Jakarta Selatan,Kebayoran Baru,,18000,Express Shipping,,,,
ID,DKI,Jakarta Selatan,Kebayoran Lama,,9000,Regular Shipping,,,,
ID,DKI,Jakarta Selatan,Kebayoran Lama,,18000,Express Shipping,,,,
ID,DKI,Jakarta Selatan,Mampang Prapatan,,9000,Regular Shipping,,,,
ID,DKI,Jakarta Selatan,Mampang Prapatan,,18000,Express Shipping,,,,
ID,DKI,Jakarta Selatan,Pancoran ,,9000,Regular Shipping,,,,
ID,DKI,Jakarta Selatan,Pancoran ,,18000,Express Shipping,,,,
ID,DKI,Jakarta Selatan,Pasar Minggu ,,9000,Regular Shipping,,,,
ID,DKI,Jakarta Selatan,Pasar Minggu ,,18000,Express Shipping,,,,
ID,DKI,Jakarta Selatan,Pesanggrahan ,,9000,Regular Shipping,,,,
ID,DKI,Jakarta Selatan,Pesanggrahan ,,18000,Express Shipping,,,,
ID,DKI,Jakarta Selatan,Setiabudi ,,9000,Regular Shipping,,,,
ID,DKI,Jakarta Selatan,Setiabudi ,,18000,Express Shipping,,,,
ID,DKI,Jakarta Selatan,Tebet,,9000,Regular Shipping,,,,
ID,DKI,Jakarta Selatan,Tebet,,18000,Express Shipping,,,,
ID,DKI,Jakarta Utara,Cilincing ,,9000,Regular Shipping,,,,
ID,DKI,Jakarta Utara,Cilincing ,,18000,Express Shipping,,,,
ID,DKI,Jakarta Utara,Jakarta Utara,,9000,Regular Shipping,,,,
ID,DKI,Jakarta Utara,Jakarta Utara,,18000,Express Shipping,,,,
ID,DKI,Jakarta Utara,Kelapa Gading ,,9000,Regular Shipping,,,,
ID,DKI,Jakarta Utara,Kelapa Gading ,,18000,Express Shipping,,,,
ID,DKI,Jakarta Utara,Koja ,,9000,Regular Shipping,,,,
ID,DKI,Jakarta Utara,Koja ,,18000,Express Shipping,,,,
ID,DKI,Jakarta Utara,Pademangan ,,9000,Regular Shipping,,,,
ID,DKI,Jakarta Utara,Pademangan ,,18000,Express Shipping,,,,
ID,DKI,Jakarta Utara,Penjaringan ,,9000,Regular Shipping,,,,
ID,DKI,Jakarta Utara,Penjaringan ,,18000,Express Shipping,,,,
ID,DKI,Jakarta Utara,Tanjung Priok,,9000,Regular Shipping,,,,
ID,DKI,Jakarta Utara,Tanjung Priok,,18000,Express Shipping,,,,
ID,DKI,Jakarta Pusat,Cempaka Putih ,,9000,Regular Shipping,,,,
ID,DKI,Jakarta Pusat,Cempaka Putih ,,18000,Express Shipping,,,,
ID,DKI,Jakarta Pusat,Gambir ,,9000,Regular Shipping,,,,
ID,DKI,Jakarta Pusat,Gambir ,,18000,Express Shipping,,,,
ID,DKI,Jakarta Pusat,Jakarta Pusat,,9000,Regular Shipping,,,,
ID,DKI,Jakarta Pusat,Jakarta Pusat,,18000,Express Shipping,,,,
ID,DKI,Jakarta Pusat,Johar Baru ,,9000,Regular Shipping,,,,
ID,DKI,Jakarta Pusat,Johar Baru ,,18000,Express Shipping,,,,
ID,DKI,Jakarta Pusat,Kemayoran ,,9000,Regular Shipping,,,,
ID,DKI,Jakarta Pusat,Kemayoran ,,18000,Express Shipping,,,,
ID,DKI,Jakarta Pusat,Menteng ,,9000,Regular Shipping,,,,
ID,DKI,Jakarta Pusat,Menteng ,,18000,Express Shipping,,,,
ID,DKI,Jakarta Pusat,Sawah Besar ,,9000,Regular Shipping,,,,
ID,DKI,Jakarta Pusat,Sawah Besar ,,18000,Express Shipping,,,,
ID,DKI,Jakarta Pusat,Senen ,,9000,Regular Shipping,,,,
ID,DKI,Jakarta Pusat,Senen ,,18000,Express Shipping,,,,
ID,DKI,Jakarta Pusat,Tanah Abang,,9000,Regular Shipping,,,,
ID,DKI,Jakarta Pusat,Tanah Abang,,18000,Express Shipping,,,,
ID,DKI,Kepulauan Seribu,Kepulauan Seribu Selatan,,9000,Regular Shipping,,,,
ID,DKI,Kepulauan Seribu,Kepulauan Seribu Selatan,,18000,Express Shipping,,,,
ID,DKI,Kepulauan Seribu,Kepulauan Seribu Utara,,9000,Regular Shipping,,,,
ID,DKI,Kepulauan Seribu,Kepulauan Seribu Utara,,18000,Express Shipping,,,,
ID,DKI,Kepulauan Seribu,Pulau Pramuka,,9000,Regular Shipping,,,,
ID,DKI,Kepulauan Seribu,Pulau Pramuka,,18000,Express Shipping,,,,
ID,BA,Kab. Badung,Abiansemal,,35000,Regular Shipping,,,,
ID,BA,Kab. Badung,Jimbaran,,22000,Regular Shipping,,,,
ID,BA,Kab. Badung,Jimbaran,,30000,Express Shipping,,,,
ID,BA,Kab. Badung,Kuta,,22000,Regular Shipping,,,,
ID,BA,Kab. Badung,Kuta,,30000,Express Shipping,,,,
ID,BA,Kab. Badung,Legian ,,22000,Regular Shipping,,,,
ID,BA,Kab. Badung,Legian ,,30000,Express Shipping,,,,
ID,BA,Kab. Badung,Menguwi,,28000,Regular Shipping,,,,
ID,BA,Kab. Badung,Ngurah Rai,,22000,Regular Shipping,,,,
ID,BA,Kab. Badung,Ngurah Rai,,30000,Express Shipping,,,,
ID,BA,Kab. Badung,Nusa Dua,,22000,Regular Shipping,,,,
ID,BA,Kab. Badung,Nusa Dua,,30000,Express Shipping,,,,
ID,BA,Kab. Badung,Petang,,35000,Regular Shipping,,,,
ID,BA,Kab. Badung,Sanur,,22000,Regular Shipping,,,,
ID,BA,Kab. Badung,Sanur,,30000,Express Shipping,,,,
ID,BA,Kab. Buleleng,Kubutambahan ,,35000,Regular Shipping,,,,
ID,BA,Kab. Buleleng,Sawan,,35000,Regular Shipping,,,,
ID,BA,Kab. Buleleng,Seririt,,35000,Regular Shipping,,,,
ID,BA,Kab. Buleleng,Singaraja,,28000,Regular Shipping,,,,
ID,BA,Kab. Buleleng,Sukasada,,35000,Regular Shipping,,,,
ID,BA,Kab. Buleleng,Tejakula,,35000,Regular Shipping,,,,
ID,BA,Kab. Buleleng,Banjar ,,35000,Regular Shipping,,,,
ID,BA,Kab. Buleleng,Buleleng,,35000,Regular Shipping,,,,
ID,BA,Kab. Buleleng,Busung Biu,,35000,Regular Shipping,,,,
ID,BA,Kab. Buleleng,Gerokgak,,35000,Regular Shipping,,,,
ID,BA,Kab. Gianyar,Blahbatuh,,35000,Regular Shipping,,,,
ID,BA,Kab. Gianyar,Gianyar,,28000,Regular Shipping,,,,
ID,BA,Kab. Gianyar,Payangan,,35000,Regular Shipping,,,,
ID,BA,Kab. Gianyar,Sukawati,,35000,Regular Shipping,,,,
ID,BA,Kab. Gianyar,Tampaksiring,,35000,Regular Shipping,,,,
ID,BA,Kab. Gianyar,Tegal Lalang,,35000,Regular Shipping,,,,
ID,BA,Kab. Gianyar,Ubud,,35000,Regular Shipping,,,,
ID,BA,Kab. Jembrana,Melaya,,35000,Regular Shipping,,,,
ID,BA,Kab. Jembrana,Mendoyo,,35000,Regular Shipping,,,,
ID,BA,Kab. Jembrana,Negara,,28000,Regular Shipping,,,,
ID,BA,Kab. Jembrana,Pekutatan,,35000,Regular Shipping,,,,
ID,BA,Kab. Karangasem,Abang,,35000,Regular Shipping,,,,
ID,BA,Kab. Karangasem,Amlapura,,28000,Regular Shipping,,,,
ID,BA,Kab. Karangasem,Bebandem ,,28000,Regular Shipping,,,,
ID,BA,Kab. Karangasem,Karangasem,,35000,Regular Shipping,,,,
ID,BA,Kab. Karangasem,Kubu ,,35000,Regular Shipping,,,,
ID,BA,Kab. Karangasem,Manggis,,35000,Regular Shipping,,,,
ID,BA,Kab. Karangasem,Rendang,,35000,Regular Shipping,,,,
ID,BA,Kab. Karangasem,Selat,,35000,Regular Shipping,,,,
ID,BA,Kab. Karangasem,Sidemen,,35000,Regular Shipping,,,,
ID,BA,Kab. Klungkung,Banjarangkan,,35000,Regular Shipping,,,,
ID,BA,Kab. Klungkung,Dawan,,35000,Regular Shipping,,,,
ID,BA,Kab. Klungkung,Klungkung,,35000,Regular Shipping,,,,
ID,BA,Kab. Klungkung,Nusapenida,,35000,Regular Shipping,,,,
ID,BA,Kab. Klungkung,Semarapura,,28000,Regular Shipping,,,,
ID,BA,Kab. Tabanan,Baturiti,,28000,Regular Shipping,,,,
ID,BA,Kab. Tabanan,Kediri ,,35000,Regular Shipping,,,,
ID,BA,Kab. Tabanan,Kerambitan,,35000,Regular Shipping,,,,
ID,BA,Kab. Tabanan,Marga,,35000,Regular Shipping,,,,
ID,BA,Kab. Tabanan,Penebel,,35000,Regular Shipping,,,,
ID,BA,Kab. Tabanan,Pupuan,,35000,Regular Shipping,,,,
ID,BA,Kab. Tabanan,Selemadeg,,35000,Regular Shipping,,,,
ID,BA,Kab. Tabanan,Selemadeg Barat,,35000,Regular Shipping,,,,
ID,BA,Kab. Tabanan,Selemadeg Timur,,35000,Regular Shipping,,,,
ID,BA,Kab. Tabanan,Tabanan,,28000,Regular Shipping,,,,
ID,BA,Kota Denpasar,Denpasar,,22000,Regular Shipping,,,,
ID,BA,Kota Denpasar,Denpasar,,30000,Express Shipping,,,,
ID,BA,Kota Denpasar,Denpasar Barat,,22000,Regular Shipping,,,,
ID,BA,Kota Denpasar,Denpasar Barat,,30000,Express Shipping,,,,
ID,BA,Kota Denpasar,Denpasar Selatan,,22000,Regular Shipping,,,,
ID,BA,Kota Denpasar,Denpasar Selatan,,30000,Express Shipping,,,,
ID,BA,Kota Denpasar,Denpasar Timur,,22000,Regular Shipping,,,,
ID,BA,Kota Denpasar,Denpasar Timur,,30000,Express Shipping,,,,
ID,BB,Kab. Bangka,Bakam,,43000,Regular Shipping,,,,
ID,BB,Kab. Bangka,Belinyu,,34000,Regular Shipping,,,,
ID,BB,Kab. Bangka,Mendo Barat,,43000,Regular Shipping,,,,
ID,BB,Kab. Bangka,Merawang,,43000,Regular Shipping,,,,
ID,BB,Kab. Bangka,Pemali,,43000,Regular Shipping,,,,
ID,BB,Kab. Bangka,Puding Besar,,43000,Regular Shipping,,,,
ID,BB,Kab. Bangka,Riau Silip,,43000,Regular Shipping,,,,
ID,BB,Kab. Bangka,Sungai liat,,34000,Regular Shipping,,,,
ID,BB,Kab. Bangka Barat,Jebus,,34000,Regular Shipping,,,,
ID,BB,Kab. Bangka Barat,Kelapa,,34000,Regular Shipping,,,,
ID,BB,Kab. Bangka Barat,Mentok,,34000,Regular Shipping,,,,
ID,BB,Kab. Bangka Barat,Simpang Teritip,,34000,Regular Shipping,,,,
ID,BB,Kab. Bangka Barat,Tempilang,,34000,Regular Shipping,,,,
ID,BB,Kab. Bangka Selatan,Air Gegas,,43000,Regular Shipping,,,,
ID,BB,Kab. Bangka Selatan,Lepar Pongok,,43000,Regular Shipping,,,,
ID,BB,Kab. Bangka Selatan,Payung,,43000,Regular Shipping,,,,
ID,BB,Kab. Bangka Selatan,Simpang Rima,,43000,Regular Shipping,,,,
ID,BB,Kab. Bangka Selatan,Toboali,,34000,Regular Shipping,,,,
ID,BB,Kab. Bangka Tengah,Koba,,34000,Regular Shipping,,,,
ID,BB,Kab. Bangka Tengah,Pangkalan Baru,,43000,Regular Shipping,,,,
ID,BB,Kab. Bangka Tengah,Pangkalan Baru,,51000,Express Shipping,,,,
ID,BB,Kab. Bangka Tengah,Simpang Katis,,43000,Regular Shipping,,,,
ID,BB,Kab. Bangka Tengah,Sungai Selan,,43000,Regular Shipping,,,,
ID,BB,Kab. Belitung,Badau,,35000,Regular Shipping,,,,
ID,BB,Kab. Belitung,Membalong,,35000,Regular Shipping,,,,
ID,BB,Kab. Belitung,Selat Nasik,,35000,Regular Shipping,,,,
ID,BB,Kab. Belitung,Sijuk,,35000,Regular Shipping,,,,
ID,BB,Kab. Belitung,Tanjung Pandan,,26000,Regular Shipping,,,,
ID,BB,Kab. Belitung Timur,Dendang,,35000,Regular Shipping,,,,
ID,BB,Kab. Belitung Timur,Gantung,,35000,Regular Shipping,,,,
ID,BB,Kab. Belitung Timur,Kelapa Kampit,,35000,Regular Shipping,,,,
ID,BB,Kab. Belitung Timur,Manggar,,28000,Regular Shipping,,,,
ID,BB,Kota Pangkal Pinang,Bukit Intan,,22000,Regular Shipping,,,,
ID,BB,Kota Pangkal Pinang,Bukit Intan,,34000,Express Shipping,,,,
ID,BB,Kota Pangkal Pinang,Gerunggang,,22000,Regular Shipping,,,,
ID,BB,Kota Pangkal Pinang,Gerunggang,,34000,Express Shipping,,,,
ID,BB,Kota Pangkal Pinang,Pangkal Balam,,22000,Regular Shipping,,,,
ID,BB,Kota Pangkal Pinang,Pangkal Balam,,34000,Express Shipping,,,,
ID,BB,Kota Pangkal Pinang,Pangkal Pinang,,22000,Regular Shipping,,,,
ID,BB,Kota Pangkal Pinang,Pangkal Pinang,,34000,Express Shipping,,,,
ID,BB,Kota Pangkal Pinang,Rangkui,,22000,Regular Shipping,,,,
ID,BB,Kota Pangkal Pinang,Rangkui,,34000,Express Shipping,,,,
ID,BAN,Kab. Lebak,Banjarsari ,,14000,Regular Shipping,,,,
ID,BAN,Kab. Lebak,Bayah,,14000,Regular Shipping,,,,
ID,BAN,Kab. Lebak,Bojongmanik,,14000,Regular Shipping,,,,
ID,BAN,Kab. Lebak,Cibadak ,,14000,Regular Shipping,,,,
ID,BAN,Kab. Lebak,Cibeber ,,14000,Regular Shipping,,,,
ID,BAN,Kab. Lebak,Cijaku,,14000,Regular Shipping,,,,
ID,BAN,Kab. Lebak,Cikulur,,14000,Regular Shipping,,,,
ID,BAN,Kab. Lebak,Cileles,,14000,Regular Shipping,,,,
ID,BAN,Kab. Lebak,Cimarga,,14000,Regular Shipping,,,,
ID,BAN,Kab. Lebak,Cipanas ,,14000,Regular Shipping,,,,
ID,BAN,Kab. Lebak,Curugbitung ,,14000,Regular Shipping,,,,
ID,BAN,Kab. Lebak,Gunungkencana,,14000,Regular Shipping,,,,
ID,BAN,Kab. Lebak,Leuwidamar ,,14000,Regular Shipping,,,,
ID,BAN,Kab. Lebak,Maja ,,14000,Regular Shipping,,,,
ID,BAN,Kab. Lebak,Malingping,,14000,Regular Shipping,,,,
ID,BAN,Kab. Lebak,Muncang,,14000,Regular Shipping,,,,
ID,BAN,Kab. Lebak,Panggarangan ,,14000,Regular Shipping,,,,
ID,BAN,Kab. Lebak,Rangkasbitung ,,11000,Regular Shipping,,,,
ID,BAN,Kab. Lebak,Rangkasbitung ,,22000,Express Shipping,,,,
ID,BAN,Kab. Lebak,Sajira,,14000,Regular Shipping,,,,
ID,BAN,Kab. Lebak,Sobang ,,14000,Regular Shipping,,,,
ID,BAN,Kab. Lebak,Wanasalam,,14000,Regular Shipping,,,,
ID,BAN,Kab. Lebak,Warunggunung,,14000,Regular Shipping,,,,
ID,BAN,Kab. Pandeglang,Angsana,,14000,Regular Shipping,,,,
ID,BAN,Kab. Pandeglang,Banjar ,,14000,Regular Shipping,,,,
ID,BAN,Kab. Pandeglang,Bojong ,,14000,Regular Shipping,,,,
ID,BAN,Kab. Pandeglang,Cadas Sari,,14000,Regular Shipping,,,,
ID,BAN,Kab. Pandeglang,Carita,,14000,Regular Shipping,,,,
ID,BAN,Kab. Pandeglang,Cibaliung,,14000,Regular Shipping,,,,
ID,BAN,Kab. Pandeglang,Cibitung ,,14000,Regular Shipping,,,,
ID,BAN,Kab. Pandeglang,Cigeulis,,14000,Regular Shipping,,,,
ID,BAN,Kab. Pandeglang,Cikedal,,14000,Regular Shipping,,,,
ID,BAN,Kab. Pandeglang,Cikeusik,,14000,Regular Shipping,,,,
ID,BAN,Kab. Pandeglang,Cimanggu ,,14000,Regular Shipping,,,,
ID,BAN,Kab. Pandeglang,Cimanuk,,14000,Regular Shipping,,,,
ID,BAN,Kab. Pandeglang,Cipeucang,,14000,Regular Shipping,,,,
ID,BAN,Kab. Pandeglang,Cisata,,14000,Regular Shipping,,,,
ID,BAN,Kab. Pandeglang,Jiput,,14000,Regular Shipping,,,,
ID,BAN,Kab. Pandeglang,Kaduhejo,,14000,Regular Shipping,,,,
ID,BAN,Kab. Pandeglang,Karangtanjung,,14000,Regular Shipping,,,,
ID,BAN,Kab. Pandeglang,Labuan,,14000,Regular Shipping,,,,
ID,BAN,Kab. Pandeglang,Mandalawangi,,14000,Regular Shipping,,,,
ID,BAN,Kab. Pandeglang,Menes,,14000,Regular Shipping,,,,
ID,BAN,Kab. Pandeglang,Munjul,,14000,Regular Shipping,,,,
ID,BAN,Kab. Pandeglang,Pagelaran ,,14000,Regular Shipping,,,,
ID,BAN,Kab. Pandeglang,Pandeglang,,11000,Regular Shipping,,,,
ID,BAN,Kab. Pandeglang,Pandeglang,,22000,Express Shipping,,,,
ID,BAN,Kab. Pandeglang,Panimbang,,14000,Regular Shipping,,,,
ID,BAN,Kab. Pandeglang,Patia,,14000,Regular Shipping,,,,
ID,BAN,Kab. Pandeglang,Picung,,14000,Regular Shipping,,,,
ID,BAN,Kab. Pandeglang,Saketi,,14000,Regular Shipping,,,,
ID,BAN,Kab. Pandeglang,Sukaresmi ,,14000,Regular Shipping,,,,
ID,BAN,Kab. Pandeglang,Sumur,,14000,Regular Shipping,,,,
ID,BAN,Kab. Serang,Anyar,,11000,Regular Shipping,,,,
ID,BAN,Kab. Serang,Baros ,,11000,Regular Shipping,,,,
ID,BAN,Kab. Serang,Binuang,,14000,Regular Shipping,,,,
ID,BAN,Kab. Serang,Bojonegara ,,14000,Regular Shipping,,,,
ID,BAN,Kab. Serang,Carenang,,14000,Regular Shipping,,,,
ID,BAN,Kab. Serang,Cikande,,14000,Regular Shipping,,,,
ID,BAN,Kab. Serang,Cikeusal,,14000,Regular Shipping,,,,
ID,BAN,Kab. Serang,Cinangka,,14000,Regular Shipping,,,,
ID,BAN,Kab. Serang,Ciomas,,14000,Regular Shipping,,,,
ID,BAN,Kab. Serang,Ciruas,,14000,Regular Shipping,,,,
ID,BAN,Kab. Serang,Jawilan,,14000,Regular Shipping,,,,
ID,BAN,Kab. Serang,Kibin,,14000,Regular Shipping,,,,
ID,BAN,Kab. Serang,Kopo,,14000,Regular Shipping,,,,
ID,BAN,Kab. Serang,Kragilan,,14000,Regular Shipping,,,,
ID,BAN,Kab. Serang,Kramatwatu,,14000,Regular Shipping,,,,
ID,BAN,Kab. Serang,Kramatwatu,,22000,Express Shipping,,,,
ID,BAN,Kab. Serang,Mancak,,14000,Regular Shipping,,,,
ID,BAN,Kab. Serang,Pabuaran ,,14000,Regular Shipping,,,,
ID,BAN,Kab. Serang,Padarincang,,14000,Regular Shipping,,,,
ID,BAN,Kab. Serang,Pamarayan,,14000,Regular Shipping,,,,
ID,BAN,Kab. Serang,Petir,,14000,Regular Shipping,,,,
ID,BAN,Kab. Serang,Pontang,,14000,Regular Shipping,,,,
ID,BAN,Kab. Serang,Puloampel,,14000,Regular Shipping,,,,
ID,BAN,Kab. Serang,Tanara,,14000,Regular Shipping,,,,
ID,BAN,Kab. Serang,Tirtayasa,,14000,Regular Shipping,,,,
ID,BAN,Kab. Serang,Tunjung Teja,,14000,Regular Shipping,,,,
ID,BAN,Kab. Serang,Waringinkurung,,14000,Regular Shipping,,,,
ID,BAN,Kab. Tangerang,Balaraja,,9000,Regular Shipping,,,,
ID,BAN,Kab. Tangerang,Balaraja,,18000,Express Shipping,,,,
ID,BAN,Kab. Tangerang,Cikupa,,9000,Regular Shipping,,,,
ID,BAN,Kab. Tangerang,Cikupa,,18000,Express Shipping,,,,
ID,BAN,Kab. Tangerang,Ciputat ,,9000,Regular Shipping,,,,
ID,BAN,Kab. Tangerang,Ciputat ,,18000,Express Shipping,,,,
ID,BAN,Kab. Tangerang,Cisauk,,9000,Regular Shipping,,,,
ID,BAN,Kab. Tangerang,Cisauk,,18000,Express Shipping,,,,
ID,BAN,Kab. Tangerang,Cisoka,,9000,Regular Shipping,,,,
ID,BAN,Kab. Tangerang,Cisoka,,18000,Express Shipping,,,,
ID,BAN,Kab. Tangerang,Curug,,9000,Regular Shipping,,,,
ID,BAN,Kab. Tangerang,Curug,,18000,Express Shipping,,,,
ID,BAN,Kab. Tangerang,Jambe,,9000,Regular Shipping,,,,
ID,BAN,Kab. Tangerang,Jayanti ,,9000,Regular Shipping,,,,
ID,BAN,Kab. Tangerang,Kemiri ,,9000,Regular Shipping,,,,
ID,BAN,Kab. Tangerang,Kosambi /Salembaran jati,,9000,Regular Shipping,,,,
ID,BAN,Kab. Tangerang,Kosambi /Salembaran jati,,18000,Express Shipping,,,,
ID,BAN,Kab. Tangerang,Kresek,,9000,Regular Shipping,,,,
ID,BAN,Kab. Tangerang,Kronjo,,9000,Regular Shipping,,,,
ID,BAN,Kab. Tangerang,Legok,,9000,Regular Shipping,,,,
ID,BAN,Kab. Tangerang,Legok,,18000,Express Shipping,,,,
ID,BAN,Kab. Tangerang,Mauk,,9000,Regular Shipping,,,,
ID,BAN,Kab. Tangerang,Pagedangan,,9000,Regular Shipping,,,,
ID,BAN,Kab. Tangerang,Pagedangan,,18000,Express Shipping,,,,
ID,BAN,Kab. Tangerang,Pakuhaji,,9000,Regular Shipping,,,,
ID,BAN,Kab. Tangerang,Pakuhaji,,18000,Express Shipping,,,,
ID,BAN,Kab. Tangerang,Pamulang,,9000,Regular Shipping,,,,
ID,BAN,Kab. Tangerang,Pamulang,,18000,Express Shipping,,,,
ID,BAN,Kab. Tangerang,Panongan,,9000,Regular Shipping,,,,
ID,BAN,Kab. Tangerang,Panongan,,18000,Express Shipping,,,,
ID,BAN,Kab. Tangerang,PASAR KEMIS,,9000,Regular Shipping,,,,
ID,BAN,Kab. Tangerang,PASAR KEMIS,,18000,Express Shipping,,,,
ID,BAN,Kab. Tangerang,Pondok Aren / Jurang Mangu,,9000,Regular Shipping,,,,
ID,BAN,Kab. Tangerang,Pondok Aren / Jurang Mangu,,18000,Express Shipping,,,,
ID,BAN,Kab. Tangerang,Rajeg,,9000,Regular Shipping,,,,
ID,BAN,Kab. Tangerang,Rajeg,,18000,Express Shipping,,,,
ID,BAN,Kab. Tangerang,Sepatan /Jatimulya/Cengklong,,9000,Regular Shipping,,,,
ID,BAN,Kab. Tangerang,Sepatan /Jatimulya/Cengklong,,18000,Express Shipping,,,,
ID,BAN,Kab. Tangerang,Serpong,,9000,Regular Shipping,,,,
ID,BAN,Kab. Tangerang,Serpong,,18000,Express Shipping,,,,
ID,BAN,Kab. Tangerang,Sukadiri,,9000,Regular Shipping,,,,
ID,BAN,Kab. Tangerang,Sukadiri,,18000,Express Shipping,,,,
ID,BAN,Kab. Tangerang,Teluknaga,,9000,Regular Shipping,,,,
ID,BAN,Kab. Tangerang,Teluknaga,,18000,Express Shipping,,,,
ID,BAN,Kab. Tangerang,Tigaraksa,,9000,Regular Shipping,,,,
ID,BAN,Kab. Tangerang,Tigaraksa,,18000,Express Shipping,,,,
ID,BAN,Kota Cilegon,Cibeber,,10000,Regular Shipping,,,,
ID,BAN,Kota Cilegon,Cibeber,,22000,Express Shipping,,,,
ID,BAN,Kota Cilegon,Cilegon,,10000,Regular Shipping,,,,
ID,BAN,Kota Cilegon,Cilegon,,22000,Express Shipping,,,,
ID,BAN,Kota Cilegon,Citangkil,,10000,Regular Shipping,,,,
ID,BAN,Kota Cilegon,Citangkil,,22000,Express Shipping,,,,
ID,BAN,Kota Cilegon,Ciwandan,,10000,Regular Shipping,,,,
ID,BAN,Kota Cilegon,Ciwandan,,22000,Express Shipping,,,,
ID,BAN,Kota Cilegon,Gerogol,,10000,Regular Shipping,,,,
ID,BAN,Kota Cilegon,Gerogol,,22000,Express Shipping,,,,
ID,BAN,Kota Cilegon,Jombang ,,10000,Regular Shipping,,,,
ID,BAN,Kota Cilegon,Jombang ,,22000,Express Shipping,,,,
ID,BAN,Kota Cilegon,Merak,,10000,Regular Shipping,,,,
ID,BAN,Kota Cilegon,Merak,,22000,Express Shipping,,,,
ID,BAN,Kota Cilegon,Purwakarta,,10000,Regular Shipping,,,,
ID,BAN,Kota Cilegon,Purwakarta,,22000,Express Shipping,,,,
ID,BAN,Kota Serang,Cipocok Jaya ,,10000,Regular Shipping,,,,
